"","LIPNEG16JULY_03-D21_M26","LIPNEG16JULY_09-D21_M3","LIPNEG16JULY_16-D21_M10","LIPNEG16JULY_17-D21_M6","LIPNEG16JULY_21-D21_M5","LIPNEG16JULY_22-D21_M7","LIPNEG16JULY_23-D21_M21","LIPNEG16JULY_33-D21_M15","LIPNEG16JULY_35-D21_M24","LIPNEG16JULY_43-D21_M1","LIPNEG16JULY_44-D21_M2","LIPNEG16JULY_45-D21_M23","LIPNEG16JULY_47-D21_M8","LIPNEG16JULY_49-D21_M19","LIPNEG16JULY_50-D21_M22","LIPNEG16JULY_52-D21_M27","LIPNEG16JULY_54-D21_M20","LIPNEG16JULY_64-D21_M12","LIPNEG16JULY_68-D21_M18","LIPNEG16JULY_78-D21_M11","LIPNEG16JULY_80-D21_M13","LIPNEG16JULY_83-D21_M4","LIPNEG16JULY_87-D21_M25","LIPNEG16JULY_93-D21_M16","LIPNEG16JULY_07-D35_M4","LIPNEG16JULY_10-D35_M6","LIPNEG16JULY_13-D35_M2","LIPNEG16JULY_15-D35_M16","LIPNEG16JULY_18-D35_M12","LIPNEG16JULY_19-D35_M18","LIPNEG16JULY_24-D35_M1","LIPNEG16JULY_34-D35_M19","LIPNEG16JULY_36-D35_M23","LIPNEG16JULY_41-D35_M13","LIPNEG16JULY_55-D35_M22","LIPNEG16JULY_56-D35_M10","LIPNEG16JULY_57-D35_M11","LIPNEG16JULY_58-D35_M20","LIPNEG16JULY_59-D35_M3","LIPNEG16JULY_61-D35_M24","LIPNEG16JULY_66-D35_M21","LIPNEG16JULY_67-D35_M27","LIPNEG16JULY_72-D35_M26","LIPNEG16JULY_73-D35_M5","LIPNEG16JULY_82-D35_M15","LIPNEG16JULY_85-D35_M7","LIPNEG16JULY_86-D35_M25","LIPNEG16JULY_91-D35_M8","LIPNEG16JULY_02-D7_M7","LIPNEG16JULY_04-D7_M27","LIPNEG16JULY_05-D7_M23","LIPNEG16JULY_08-D7_M8","LIPNEG16JULY_11-D7_M18","LIPNEG16JULY_12-D7_M25","LIPNEG16JULY_14-D7_M16","LIPNEG16JULY_20-D7_M10","LIPNEG16JULY_25-D7_M19","LIPNEG16JULY_27-D7_M12","LIPNEG16JULY_38-D7_M21","LIPNEG16JULY_40-D7_M20","LIPNEG16JULY_42-D7_M6","LIPNEG16JULY_46-D7_M13","LIPNEG16JULY_51-D7_M11","LIPNEG16JULY_53-D7_M3","LIPNEG16JULY_60-D7_M2","LIPNEG16JULY_63-D7_M26","LIPNEG16JULY_69-D7_M24","LIPNEG16JULY_70-D7_M15","LIPNEG16JULY_74-D7_M22","LIPNEG16JULY_81-M1_D7","LIPNEG16JULY_84-D7_M4","LIPNEG16JULY_88-D7_M5","LIPNEG16JULY_01-M21","LIPNEG16JULY_06-M3","LIPNEG16JULY_26-M11","LIPNEG16JULY_28-M20","LIPNEG16JULY_29-M4","LIPNEG16JULY_30-M22","LIPNEG16JULY_31-M5","LIPNEG16JULY_32-M13","LIPNEG16JULY_37-M19","LIPNEG16JULY_39-M1","LIPNEG16JULY_48-M27","LIPNEG16JULY_62-M16","LIPNEG16JULY_65-M23","LIPNEG16JULY_71-M26","LIPNEG16JULY_75-M10","LIPNEG16JULY_76-M8","LIPNEG16JULY_77-M2","LIPNEG16JULY_79-M12","LIPNEG16JULY_89-M24","LIPNEG16JULY_90-M7","LIPNEG16JULY_92-M6","LIPNEG16JULY_94-M18"
"LPG 20:4; [M-H]-","-0.37035490"," 0.26136063"," 0.26136063"," 1.27401738"," 1.54369385"," 0.17306538"," 0.39005915","-0.24501576"," 0.06241115"," 1.38078428"," 1.58957194"," 0.08735679","-0.02493314"," 0.75855749"," 0.39005915","-0.04290260"," 1.19349750"," 0.65731662"," 1.12290631","-0.06522701"," 1.51594154","-0.08345664"," 0.17306538","-0.03407982","-1.07857073","-0.09067261"," 0.12623052"," 0.70987427"," 0.92222890","-0.07562527"," 0.02491249","-0.53433681"," 0.48771953"," 1.44692779","-1.01732036","-1.51310932","-0.01771946","-0.16173440"," 0.75219165"," 0.42776086"," 0.14050122","-0.19349592","-0.97778965"," 0.46877210","-0.37035490"," 0.27603169"," 0.29085345","-0.01771946"," 0.09132435","-0.51908742"," 0.26467561","-1.43555055","-0.62509197","-0.79783477","-0.11322106"," 0.93850976","-0.04290260"," 0.60336391"," 3.51706405"," 1.55135571"," 0.96404563"," 0.35633568"," 0.60336391"," 0.26798262","-0.73392746","-0.73392746"," 0.31633232"," 0.85317337"," 1.31606904"," 0.41230426"," 1.24193802","-0.46698423","-2.11727830","-0.69409113"," 0.34117906","-3.71373285","-0.42005514"," 0.18153597","-0.64121763","-0.93010430"," 0.98693549"," 0.39641942","-2.03348140","-0.26601725","-2.08003235","-1.55899780","-0.44102912"," 0.19167356","-0.26601725","-1.21375475","-1.17361018","-3.50083331"," 0.40543435","-1.27684662"
"LPG 22:5; [M-H]-","-3.788484503","-0.752321364","-0.189455075"," 1.061225002"," 0.684685145"," 0.851231665"," 0.180655475"," 0.427394356"," 0.520100931"," 0.594900260"," 1.392914628","-0.066071013"," 0.588093173"," 0.374292931","-0.412720036"," 0.347166724","-0.144252963"," 0.014690259"," 0.501632533"," 0.253901788"," 0.996375337"," 0.611783097"," 0.321268890","-0.174179342"," 0.276497159"," 0.171177691"," 0.366933357"," 0.723539338"," 0.881671706"," 0.594900260"," 0.419629968"," 0.390674843"," 0.092570248"," 1.601676077","-0.205779975"," 0.914309122"," 0.063049999"," 0.123110931"," 0.560874887"," 0.427394356"," 1.218225360"," 0.114520184","-0.725492338"," 0.358027298","-0.026486136"," 0.227868172"," 0.390674843","-0.002773043"," 0.806818093","-0.127541695","-6.099261640","-0.853628084","-0.127541695","-0.084724777","-0.222911708"," 0.931654364"," 0.077677873"," 0.163170056","-0.127541695"," 1.601676077"," 0.918270825","-0.306457396","-0.041320463","-1.139422808"," 0.042077135","-0.396164038","-0.092556117"," 0.381011046"," 0.905179136","-0.144252963"," 0.851231665"," 0.014690259","-0.983393700","-0.888566400"," 0.914309122","-1.215870052","-0.084724777"," 0.358027298","-0.920810349","-0.708981175"," 0.723539338","-0.019369821","-2.171920909","-0.251111722","-1.964148538","-0.687760808","-0.136077232"," 0.636369242","-0.120920033","-1.004744085","-1.626982155","-1.110815075"," 0.835031450"," 0.347166724"
"LPG 8:0e; [M-H]-"," 0.6371748"," 0.6816299"," 0.7042927","-3.1334412"," 0.9050551"," 0.6091712","-1.0248876"," 0.8850367"," 0.7751516","-0.8893610"," 1.0844449"," 0.9737062"," 1.2478082"," 1.2538874"," 0.5804359"," 0.6143852"," 1.2802604"," 0.9122735"," 1.0386914"," 0.8261968"," 2.0961856"," 0.9455063"," 0.8601319"," 0.9322653"," 0.5418207"," 0.8972950"," 0.7811005","-3.1716963"," 1.0910926"," 0.8261968"," 0.5965621"," 0.8333354"," 0.3716680","-1.2512250"," 0.8850367"," 1.1358776"," 1.1358776"," 1.3576361"," 1.0536823"," 1.1000395"," 1.3780523"," 1.1358776"," 0.7671406"," 1.2011085"," 0.9524126"," 1.1688295"," 0.9807945"," 1.0692207"," 0.7203896"," 0.6984719"," 1.0844449"," 0.7521321"," 0.5418207"," 0.2917076"," 0.5861016"," 0.5180765"," 0.6816299"," 0.6143852"," 1.0254728"," 0.8725947"," 1.0386914"," 0.4189942"," 1.0477024"," 1.2989077"," 0.5965621"," 0.9382626"," 1.6097487"," 0.8438713"," 2.2264522"," 1.0183898"," 1.5068563"," 0.7571950","-1.8417624","-1.9048250","-2.0987981","-4.7361463","-1.7733939","-4.5975917","-4.4643989","-4.8809595","-2.0410793","-4.0541934","-4.3860211","-1.7106852","-1.7434018","-1.2538418","-1.3188990","-1.5082110","-1.5515617","-1.8680873","-1.9192834","-1.7922325","-1.3395616","-0.5376634"
"LPI 18:0; [M-H]-","-0.920274914","-0.460587835","-0.346049800"," 0.004057103"," 0.714309083","-0.177545989","-0.184374543","-0.014997291"," 0.144337360"," 0.684350131"," 0.593652434"," 0.016889498"," 0.308068532","-0.085794721","-0.659634564","-1.676281522","-4.082921962","-0.393454927"," 0.625595295","-0.408444570","-1.202505163","-0.503722647","-0.601158210","-0.393454927","-1.169812332","-0.420481407","-0.719354776"," 0.061728926"," 0.572778147","-0.308749767","-0.180955321","-0.029566728","-0.184374543"," 0.523270354","-0.778578836","-0.387515859","-0.808606190","-0.197933954"," 0.054693424","-0.036638837"," 0.579385683","-0.413658479","-0.680072411","-0.346049800","-0.327483444","-0.327483444","-0.127695842","-0.353439804","-0.769793969","-0.961675865","-1.976114256","-1.719047020","-0.760401498","-0.967346156","-1.006186579","-0.687261798","-0.620217603","-0.365649966","-0.333941982"," 0.821250116","-0.428464439","-0.169174564","-0.601158210","-0.838095916","-0.613157271","-1.116342430","-1.883336869","-0.091704857","-0.732221353","-1.035698538","-4.064492095","-0.824860713"," 1.009103783"," 1.059026627"," 2.664719076","-0.057347470"," 1.459619414"," 2.517569690"," 1.852439341"," 1.409913705"," 1.534809991"," 2.326177649"," 1.760287994"," 1.627934658"," 0.833499453"," 1.565707865"," 1.479806868"," 1.883564582"," 1.711570880"," 2.462023731"," 1.820452565"," 1.284383784"," 1.988872227"," 2.577496807"
"LPI 20:4; [M-H]-","-0.24299813"," 0.58880134"," 0.18801139"," 0.83953483"," 2.54718198"," 0.31924193"," 0.58209873"," 1.04866040"," 0.86005926"," 1.18173962"," 1.08587092"," 0.20321374"," 0.91692205"," 0.62678951"," 0.21856879","-0.29819746","-1.15841162"," 0.92446886"," 1.73413408"," 0.81500071"," 0.80539854"," 0.93262624"," 0.16521563"," 0.29702625","-0.95287214"," 0.74312153","-0.17438086"," 0.93262624"," 1.49856104","-0.30890639"," 0.69853385"," 0.81500071"," 0.75823246"," 0.83953483","-0.13383153"," 0.50415703","-0.02069087"," 0.07165990"," 1.40937758"," 1.11342281"," 1.73413408"," 0.34671504"," 0.39044551","-0.29083521"," 0.47082202"," 0.48707711"," 1.26276040"," 0.79612625","-0.11456512"," 0.20321374"," 0.24442539","-0.60638902"," 0.57550994"," 0.24442539","-0.35476537"," 0.61887490"," 0.01961980"," 0.78561863"," 0.23760456"," 1.01413951"," 1.51738267"," 0.68232823"," 0.18801139","-0.14166763"," 0.47982954"," 0.39044551"," 0.04670714"," 0.93262624"," 1.56176185"," 1.02128482","-0.24821374"," 0.60473650","-2.58234158","-2.58777498","-0.66880529","-5.08778566","-1.82926889","-0.54605637","-1.61702449","-1.88916581","-1.78840696","-0.56556455","-1.23020664","-1.68420400","-2.02893243","-1.52299894","-1.01384721","-0.58553371","-2.45051267","-1.00707228","-2.13446169","-3.10257084","-0.77550989","-1.37664893"
"LPS 18:0; [M-H]-","-1.76070623"," 0.13337715","-0.69498800","-1.45044848"," 0.59169852","-0.07223500","-0.53868012","-0.47973382","-0.69498800"," 0.43697609"," 1.16381978"," 2.12416423","-1.04359572","-0.43100028","-1.04760011","-1.01099449","-0.73592457","-0.62624273"," 0.12746351","-1.01690946"," 0.45355516","-0.93679074","-0.23242140","-0.68679610","-0.09508451","-0.05809576","-0.96292469","-1.08160192","-0.45403843"," 0.21295125","-3.13681488"," 0.50333589","-2.99983727"," 2.06900290","-1.03323897"," 0.07220449","-0.78790502"," 0.25526556","-0.58732064","-0.38568590","-1.73973670","-0.45026153","-1.11749330"," 0.42580445","-1.30093101","-1.12363669","-2.58474730","-1.23337430","-0.53868012","-1.87832702","-4.13021811","-1.30093101","-0.45026153","-1.45858494","-0.93679074","-1.74519416","-1.34199104","-1.06296361","-0.28392748"," 1.54769926"," 2.40853320","-1.64001991","-1.22757258","-0.03897084","-0.38025010","-1.15656251","-4.04218592"," 0.65978674"," 1.20433615","-0.22920965"," 1.13189114","-0.77630290"," 1.72022247"," 1.47882596"," 2.93288577"," 0.87534194"," 1.50628618"," 2.75382977"," 2.24382294"," 1.61911752"," 1.83257947"," 2.43761201"," 1.99653904"," 1.98600463"," 1.44863585"," 1.94422317"," 2.09655407"," 2.50717702"," 1.21609096"," 2.68559140"," 1.76199228"," 1.63142226"," 2.55007126"," 2.46503682"
"MGDG 40:8; MGDG 20:4-20:4; [M+HCOO]-"," 0.307560731","-0.478425454"," 2.115700697"," 2.942367699"," 2.386634691"," 2.082321635"," 1.270587474"," 1.995953696"," 2.293159229"," 1.439991931"," 1.161711656"," 0.970003866"," 2.988312309"," 2.376337373"," 2.269361280","-2.907976788"," 0.685387036","-0.780530875"," 2.358888463","-0.281544866","-0.774316750","-0.899882562"," 0.244710519"," 0.098817187","-0.117392803"," 0.089912878","-2.431266959"," 2.570756412"," 2.434989144"," 2.202620745"," 1.963672314"," 2.463566288"," 2.208786860"," 1.582783725","-0.202631145","-0.881133700","-1.786945789","-3.072329937","-1.926808917"," 2.252456229","-3.451318429"," 2.293159229","-3.173674210","-0.381415340","-2.091059496","-2.201317436"," 1.617366788","-0.167388399","-0.622766314","-1.804782356","-1.442167346","-1.240347370","-3.033312405","-0.005264525","-0.312201386"," 1.541921912"," 2.234777724"," 1.930705915"," 1.537243823"," 1.506501736"," 1.016611655","-0.273551716","-1.324721115","-0.452000310"," 2.474584500"," 2.293159229","-0.368395308","-0.759984927","-0.888711899"," 1.653678587","-0.365456647","-0.735888010","-1.739173638","-2.917830631"," 0.152413375"," 1.048637115"," 0.735384100"," 0.079280230"," 0.637393004"," 0.986910328"," 0.480945053"," 1.141126423"," 1.148619727","-2.740757718","-2.572419839","-3.105899624","-2.216383869","-3.451318429","-2.519444134","-2.857547401","-1.840345429","-2.370282676","-2.877500821","-1.421956820"
"OxPC 36:2+1O; OxPC 18:1-18:1+1O; [M+HCOO]-","-0.774229900","-1.587951769"," 0.418576297","-0.200986253","-0.878443740","-0.217613190"," 0.242432886","-1.058975323","-0.304421763"," 0.519537020"," 0.635695727"," 0.461308590"," 0.140728856"," 0.111894768","-1.033097903","-0.959706673"," 0.287925336","-0.006489646","-0.497896328"," 0.391254802"," 0.426657327","-0.863316310","-0.480774355","-0.286977231","-1.293096154","-0.836259386","-1.167571628"," 0.257749601"," 0.266986529","-0.514815173","-0.441921763","-0.350293576","-0.480774355"," 1.499598986","-1.362172051"," 0.185414002","-1.478043963","-0.632595930","-1.153881978","-0.269541043","-0.425295834"," 0.120648086"," 0.611103676"," 0.257749601","-0.123535008"," 0.619727715","-0.132161620","-0.724587707","-0.724587707","-1.540738697","-0.304421763","-0.355799001","-0.706433316","-0.681660644","-0.921380594","-0.194249562"," 0.156863329","-0.304421763","-0.146294864"," 1.507530706"," 1.158694078","-0.514815173","-0.647567472"," 0.086353605","-1.050356898","-0.886204163"," 0.760951451","-0.038975514","-4.644462515","-0.585066099","-0.383301896"," 0.585061102","-1.226859102"," 0.364887064"," 1.242931517"," 1.633225688"," 1.090458812"," 0.935586120"," 1.090458812"," 1.158694078"," 1.168131059"," 1.633225688"," 1.252389381"," 1.233703357"," 0.831525038"," 1.537999166"," 1.365687810"," 1.260190125"," 1.003061973"," 0.780005701"," 0.734239248"," 1.197938352"," 0.803103265"," 2.367137968"
"OxPC 36:2e+3O; OxPC 18:1e/18:1+3O; [M+HCOO]-"," 0.5497462853"," 0.3084820285"," 2.0284451893"," 2.0284451893"," 2.0108580313"," 1.9480462604"," 1.8546932420"," 1.7698881699"," 2.2511467541"," 0.2427499035"," 1.1535194912","-0.2721712755"," 0.1261404970","-1.9372379735"," 1.2002993459","-0.3729294699"," 0.5497462853"," 0.5281082908","-0.7494749913","-1.8945555689","-1.9753617390","-1.2813547424","-0.3389584653"," 0.5329547264","-0.9654599056","-0.4907457245","-2.0399552126"," 2.7797580702"," 1.7179485584"," 2.6457988056"," 2.4980857788"," 2.4484522685"," 0.3946132044"," 1.4488860070","-2.1434688887"," 0.0001502368","-1.0650632710","-0.1134256114","-1.0062923216","-0.4679820565","-1.4782707214","-0.3626012108","-2.4877165926","-0.2540058637","-1.1516502274","-0.4297564740","-1.7192523429"," 0.1995210026"," 0.2633289905","-0.1713480511","-0.2843130553","-0.6108004112","-1.5355913636","-1.8675589855","-0.1306047236"," 1.7451899747"," 1.8414183361"," 1.9425918401"," 1.9384900644"," 1.3693470659","-2.2014500257","-0.5386023438","-0.7321687502","-0.2247228242"," 0.0001502368","-1.6089934091","-1.3170675223"," 0.7701725187"," 0.3465279913","-1.4019990417"," 1.2288018941","-2.4138020423","-0.3541409890","-0.8172863449"," 2.2234712134"," 1.9049706889"," 2.2750755852"," 1.8907587301"," 2.0052558908"," 1.7546354678"," 2.6575882722"," 2.0491322019","-1.9830562252","-2.2519572005","-1.5798186472","-2.2322160048","-0.6182224437","-1.7599978028","-1.1598545423","-2.3188070836","-2.0399552126","-1.3384915462","-2.9398209532"," 0.0069476106"
"OxPC 36:3+1O; OxPC 18:1-18:2+1O; [M+HCOO]-","-0.34686423","-1.38102349"," 1.07041034"," 0.83932852"," 1.40604845"," 0.84826049"," 0.91939177"," 0.31786621"," 1.01313882","-1.06051465"," 0.22941845"," 1.10040762"," 0.99084475"," 0.66743765","-0.01145051"," 0.78966416"," 0.51806468"," 1.05953655"," 0.31786621"," 0.70975110"," 1.39693968"," 0.98178327"," 0.82695088"," 0.55413123","-0.17618852","-1.58976571","-0.49012588"," 0.96958062"," 0.47941978"," 0.90869631"," 1.59448387"," 1.05953655","-0.82940123","-2.22830785"," 0.37642716","-0.61836276"," 0.55413123"," 0.30180140"," 0.36718657"," 0.46631037"," 0.17794439"," 0.78040131"," 0.70975110","-1.24282616"," 0.67676663"," 0.89836830"," 1.03291774"," 0.77161338","-1.71306480","-0.06702266","-0.78516268","-0.46202489","-1.27406941","-1.63659508"," 0.12451923"," 1.45290686"," 0.94671931"," 1.22110290"," 0.99084475"," 0.49827534","-4.08569112"," 0.81566340"," 0.96958062","-1.07096976"," 0.73689959"," 0.54605847"," 1.48761602","-1.01088793"," 1.17965563"," 0.74544644"," 1.30735091"," 1.38321385","-1.22324779","-0.99098602","-1.56845388"," 0.26277540","-1.13215006","-1.21203842","-0.65571471","-0.63236272","-0.98282891"," 0.09943678","-1.07096976","-1.31678251","-1.03218158","-0.80586201","-1.04976866","-1.21960864","-1.07096976","-1.87217717","-1.67740413","-1.05671541","-1.58976571"," 0.78966416"
"OxPE 34:0+1O; OxPE 16:0-18:0+1O; [M-H]-","-2.41032668","-1.17781986"," 1.16256902"," 2.71923498"," 2.36612621"," 2.12334916"," 2.27808358"," 2.24155697"," 1.44295234","-1.71924886","-0.97255068","-2.02132307"," 2.90620863"," 2.04635623"," 1.53683694"," 1.51148509"," 0.13827993","-3.10451606"," 2.46837660","-0.83208504","-2.72973294","-1.74869532"," 2.06617428","-1.66186699","-1.68989661","-2.94000088","-2.62761923"," 2.48071603"," 2.31816455"," 1.07888382"," 1.23947433"," 0.10603652","-0.21674240"," 0.44007568","-1.92336952","-1.07395334","-0.75433397","-0.71762181"," 0.04328774","-1.49507679"," 2.30483477","-0.14651318","-1.24724004","-1.16559968","-0.61915621"," 2.36612621"," 1.87683274","-0.46272323","-0.78173373","-2.29433881"," 1.41732464","-1.04851103"," 0.42512682","-1.49507679","-1.83546986"," 2.21870603"," 2.18056078","-0.52378380"," 0.54462488"," 0.69618004","-1.22710546"," 0.05830933"," 2.07035619","-0.03582045"," 0.09802195","-0.05301159"," 2.43836701","-1.85952512","-2.94984017","-0.78668954","-2.21014056","-1.91742126","-1.17278028","-1.57876754"," 1.73405675"," 2.61842988"," 2.20929336"," 1.96153716"," 2.49021650"," 2.20929336"," 2.50552096"," 2.70937021"," 2.72481438","-2.35753770"," 2.33536728","-2.22593268","-2.22593268","-2.00919103","-1.48669307","-1.88974276","-1.75873370","-1.53513479","-2.63876477","-1.55180831"
"OxPE 34:1e+3O; OxPE 16:0e/18:1+3O; [M-H]-","-0.41438306","-0.60950663"," 0.16637965","-0.62741751"," 0.17832641","-0.50707109"," 0.40734085"," 0.10907325","-0.50707109"," 0.59369961"," 0.93738560"," 0.55830645","-1.49485216","-0.77541011","-3.40219684","-1.01182591"," 0.51343955"," 0.22953862","-1.48598123","-0.10250494","-1.51374523","-0.05256347","-0.83598427"," 0.46054674","-1.31519984","-0.78938297","-0.18484341","-0.57046128","-0.36649727"," 0.43589280"," 0.27015819"," 0.45135407","-2.52195422"," 0.19280812","-0.12252505"," 0.60829763","-1.12094912","-2.31137916","-1.28946834","-2.57991549","-2.91221651","-2.14093800"," 0.23235618","-0.37242569","-4.58559092","-4.38824539","-3.32255844"," 0.20470208","-0.30952375","-0.17524744"," 0.51343955"," 0.51343955","-0.16629087","-0.77541011"," 0.23763336"," 0.34945421","-0.40875297"," 0.30992575","-0.45159532"," 0.76213168"," 0.72156825"," 0.36379675","-2.03845593"," 0.83026365","-3.01786580","-1.54823527","-2.15281537"," 0.06645948"," 0.66198311","-1.12094912","-0.89734062"," 0.25896890"," 2.05882242"," 2.41940190"," 1.91668302"," 1.35716814"," 1.83392394"," 1.73576868"," 1.87457316"," 1.75784574"," 1.70434482"," 1.41007793"," 1.73576868"," 2.47567106"," 2.11398882"," 2.38029359"," 1.91668302"," 2.46186681"," 2.38029359"," 1.98243241"," 2.30732910"," 2.32817360"," 2.65421882"," 2.35354789"
"OxPE 36:1+2O; OxPE 18:0-18:1+2O; [M-H]-","-0.0680836128","-0.6481102624"," 0.6040621320","-0.7678118475"," 0.3531113280","-0.1338808909"," 0.0699869100","-0.6780151053","-0.0271857779"," 0.4228333501","-0.0271857779"," 0.6040621320"," 0.2509596809"," 0.0322155787","-1.2804955545"," 0.1060873711","-0.9309004504"," 0.5678783110","-1.0893741316"," 0.0699869100"," 0.2870177729","-0.0271857779","-0.2773153224","-0.1720986416"," 0.1741354394","-0.5263415064","-0.8211309896"," 0.1420278484","-0.4643247053"," 0.3196170889"," 0.9919587866"," 0.4228333501"," 0.0006591569"," 0.8664632410","-0.2072802283"," 0.1420278484","-0.3628302672","-0.3880551586","-0.4643247053","-0.2996639004","-1.2560678596","-0.1720986416"," 0.0699869100"," 0.0006591569","-0.3326880908"," 0.0699869100","-0.2072802283"," 0.0006591569"," 0.8664632410"," 0.8664632410","-0.0680836128"," 1.1826534756"," 0.5366799820"," 0.2870177729"," 0.6040621320"," 0.8664632410"," 0.2509596809"," 0.2870177729"," 0.4610750966"," 1.3418700028"," 1.3418700028"," 0.4610750966"," 0.2509596809"," 0.3196170889"," 0.1420278484","-0.4946614980"," 0.4228333501","-0.0680836128","-0.2996639004"," 0.1060873711"," 0.9046725197"," 1.2764797110"," 0.6456953203","-1.7139016354"," 0.6456953203","-1.3867393113","-1.8812850824","-1.5685872446","-1.3654709628","-1.0893741316","-1.6067289381"," 1.5868025644","-1.6067289381"," 0.8251266046","-1.2131118057","-1.2311234829"," 0.9919587866"," 0.8664632410"," 1.2256856530","-1.7740274040"," 1.0451176913","-0.9309004504"," 1.0904896971"," 1.6596018890"
"OxPE 36:1+3O; OxPE 18:0-18:1+3O; [M-H]-","-0.95050841","-1.27476546"," 0.22757485","-0.13168339","-2.18022030","-0.35823728"," 0.15804176"," 1.21475846"," 0.24922556"," 1.95523714"," 2.44056662"," 2.67521042","-3.84907768"," 0.30330296"," 1.44048258","-2.36727765","-0.49126526"," 0.36101129","-1.59132676","-1.24508155"," 0.57923623","-2.07589268"," 0.31379437","-0.50183639","-1.20868411"," 0.37356055","-1.87423097","-0.16895350","-0.09304218"," 1.02326303"," 1.06659616"," 0.39624548","-2.61555276"," 2.84954411","-1.17800152","-2.95472202","-1.89439803","-0.96269484","-2.10988228","-2.75252218"," 1.54085241","-1.79290893","-0.05349232","-0.45062945","-0.52424437"," 1.38299557","-1.63809698","-0.58682692"," 0.51775871"," 0.85136820"," 1.02326303","-0.17763455","-0.81674727","-1.60438078","-2.24271048","-1.05002180","-2.48266063","-0.29026075","-0.07775937"," 3.02636868"," 2.40160591","-0.83651644","-2.08103354"," 0.01151254","-1.58668644"," 0.01908905","-1.06273929","-0.03691404"," 0.49358872","-1.05442238"," 1.27288932","-0.24992832"," 0.45756769"," 0.38149008"," 3.12470984"," 3.03926946"," 2.80754335"," 3.40602568"," 3.09750876"," 3.40602568"," 3.26131557"," 3.11940385","-0.82122608","-0.37061891","-0.73362312"," 0.05602424","-0.06945058","-0.50677942"," 0.60862560","-0.37941562","-0.32497920"," 0.32080441"," 0.32770932"," 1.14959793"
"OxPE 36:2+2O; OxPE 18:0-18:2+2O; [M-H]-","-0.591666183","-0.728604396"," 0.130480138","-1.004409873","-0.092354004","-0.092354004","-0.559264249","-0.640115755","-0.728604396"," 0.089237223"," 0.089237223"," 0.229162584","-0.092354004","-0.222289384","-1.079472092"," 0.407847982","-1.622589502"," 0.184674013","-0.964126180"," 0.317354551"," 0.089237223","-0.359456766","-0.314265236","-0.449418402","-0.847873640","-0.808955676","-1.674606187","-0.222289384","-1.042354572"," 0.043070881"," 0.787934392"," 0.229162584","-0.359456766"," 0.275480005","-0.265173686","-0.003300964","-0.359456766","-0.478125647","-0.808955676","-0.808955676","-1.394932633","-0.449418402"," 0.043070881","-0.051819078","-0.051819078","-0.222289384","-0.591666183","-0.051819078"," 0.089237223"," 0.596176662"," 0.089237223"," 0.682730532"," 0.499060506"," 0.449938133"," 0.360378645"," 0.360378645"," 0.130480138"," 0.089237223"," 0.449938133"," 1.425943975"," 1.133475282"," 0.913046452","-0.180655619"," 0.449938133","-0.051819078","-0.689636111"," 0.275480005"," 0.043070881","-0.222289384","-0.449418402"," 0.596176662"," 1.481219763"," 0.499060506"," 0.736209288"," 0.043070881"," 0.130480138"," 0.913046452","-0.591666183","-0.222289384"," 0.089237223"," 0.544310363","-0.128121441"," 0.407847982"," 0.787934392","-0.003300964"," 0.844733151"," 0.544310363"," 0.043070881"," 0.229162584","-0.003300964"," 0.130480138"," 0.636251609"," 1.249276203"," 1.717534378"
"OxPE 36:2e+3O; OxPE 18:1e/18:1+3O; [M-H]-","-0.907418472","-0.979956480","-0.192554465","-0.445561818","-0.097150941"," 0.002023433","-0.465383121","-0.578861463","-0.497495921","-0.192554465","-2.645447034","-0.192554465"," 0.199559841","-0.265053791","-0.943307349","-0.390130588","-0.059082073","-0.476721847","-0.691351896","-0.274405958"," 0.327992157","-0.509632171","-0.486206899","-0.520797768","-0.700655501","-0.811473694","-1.187898938","-5.705303611","-0.486206899","-0.320248680","-0.536974744","-0.136506290","-0.334167268"," 0.038544887","-0.700655501","-0.160674697","-0.148284710","-0.123972113","-0.907418472","-0.334167268","-0.520797768","-0.536974744"," 0.061932167","-0.252646585","-0.355805418","-0.010129582","-0.172079828","-0.123972113","-0.355805418","-0.609660286","-0.620824628"," 0.017020073","-0.390130588","-0.757283184","-0.454941167"," 0.048052362","-0.578861463","-0.023074868","-0.274405958"," 0.673610919"," 0.026311585","-0.206546768","-0.434233196","-0.520797768","-0.648154702","-0.970583032"," 0.520308499","-0.536974744","-0.192554465","-0.379044961","-0.252646585"," 0.286426433"," 1.216245380"," 1.342137977"," 1.867576290"," 1.216245380"," 1.814714729"," 1.030329547"," 1.569072968"," 1.622000252"," 1.788048635"," 1.030329547"," 1.169147811"," 1.730844585"," 1.052577492"," 1.569072968"," 1.622000252"," 1.488988430"," 1.390771807"," 1.407978701"," 1.342137977"," 1.544118022"," 1.622000252"," 1.947045832"
